title,description,link,pubDate,Word,Count
What the kimono's wide-reaching influence tells us about cultural appropriation,"Recently, the conversation around cultural appropriation in fashion has been unavoidable.  Headline-grabbing examples of questionable borrowing abound: In January, fashion house Comme des Garçons was lambasted for sending predominantly white models down the runway in cornrow wigs, while last October, country singer Kacey Musgraves received online backlash when she posted sexy photos of herself wearing a traditional Vietnamese ao dai dress on Instagram. And just last week, Kim Kardashian was once again accused of appropriating black women's hairstyles by wearing braids at Paris Fashion Week.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=Otvt8Cf-Ftw:Jb5Ku-pQOxQ:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=Otvt8Cf-Ftw:Jb5Ku-pQOxQ:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=Otvt8Cf-Ftw:Jb5Ku-pQOxQ:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=Otvt8Cf-Ftw:Jb5Ku-pQOxQ:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=Otvt8Cf-Ftw:Jb5Ku-pQOxQ:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=Otvt8Cf-Ftw:Jb5Ku-pQOxQ:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=Otvt8Cf-Ftw:Jb5Ku-pQOxQ:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_world/~4/Otvt8Cf-Ftw"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_world/~3/Otvt8Cf-Ftw/index.html,,,
Highlights from Paris Fashion Week,"Paris Fashion Week wasn't just about celebrating new looks this season. Coronavirus fears loomed large for visitors in the French capital -- the last stop in a series of Fashion Weeks that kicked off in New York nearly a month ago. Many of the crowd had arrived straight off the back of Milan Fashion Week, where cases of COVID-19 continue to surge.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=5CXpZtq-vBs:bVkTVEfUlRE:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=5CXpZtq-vBs:bVkTVEfUlRE:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=5CXpZtq-vBs:bVkTVEfUlRE:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=5CXpZtq-vBs:bVkTVEfUlRE:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=5CXpZtq-vBs:bVkTVEfUlRE:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=5CXpZtq-vBs:bVkTVEfUlRE:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=5CXpZtq-vBs:bVkTVEfUlRE:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_world/~4/5CXpZtq-vBs"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_world/~3/5CXpZtq-vBs/index.html,,,
Why what we look like matters more than ever,"The modern-day mirror was invented by German chemist Justus von Liebig in 1835. While there had previously been means to catch a glimpse of oneself, this was the first time in history that people could see a vivid and detailed reflection of their physical identity.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=Rx6wQjibIyk:EALjzqnBRTA:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=Rx6wQjibIyk:EALjzqnBRTA:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=Rx6wQjibIyk:EALjzqnBRTA:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=Rx6wQjibIyk:EALjzqnBRTA:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=Rx6wQjibIyk:EALjzqnBRTA:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=Rx6wQjibIyk:EALjzqnBRTA:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=Rx6wQjibIyk:EALjzqnBRTA:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_world/~4/Rx6wQjibIyk"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_world/~3/Rx6wQjibIyk/index.html,,,
How the 1% are preparing for the apocalypse,"Say ""doomsday bunker"" and most people would imagine a concrete room filled with cots and canned goods.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=-rJZjtFN7FY:C6UAoZzknQQ:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=-rJZjtFN7FY:C6UAoZzknQQ:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=-rJZjtFN7FY:C6UAoZzknQQ:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=-rJZjtFN7FY:C6UAoZzknQQ:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=-rJZjtFN7FY:C6UAoZzknQQ:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=-rJZjtFN7FY:C6UAoZzknQQ:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=-rJZjtFN7FY:C6UAoZzknQQ:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_world/~4/-rJZjtFN7FY"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_world/~3/-rJZjtFN7FY/index.html,,,
"Empowering, alluring or degenerate? The evolution of red lipstick ","In 1912 thousands of suffragettes marched past the New York salon of Elizabeth Arden. The cosmetics brand founder, who had just opened her business two years earlier, was a supporter of women's rights, and she aligned herself with the cause by handing out tubes of bright red lipstick to the marching women.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=m70JYyjSCmw:2tdAasksuCM:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=m70JYyjSCmw:2tdAasksuCM:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=m70JYyjSCmw:2tdAasksuCM:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=m70JYyjSCmw:2tdAasksuCM:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=m70JYyjSCmw:2tdAasksuCM:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=m70JYyjSCmw:2tdAasksuCM:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=m70JYyjSCmw:2tdAasksuCM:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_world/~4/m70JYyjSCmw"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_world/~3/m70JYyjSCmw/index.html,,,
Why the last man standing on the coronavirus cruise ship never gave up,"His ship may have been to hell and back, becoming a floating coronavirus-infected prison for passengers quarantined at port in Japan, but when the captain of the Diamond Princess cruise ship became the last person aboard to finally step onto dry land, he looked entirely unruffled by the experience.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=QwZYmjfEvH0:Tv2kcH9bxK8:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=QwZYmjfEvH0:Tv2kcH9bxK8:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=QwZYmjfEvH0:Tv2kcH9bxK8:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=QwZYmjfEvH0:Tv2kcH9bxK8:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=QwZYmjfEvH0:Tv2kcH9bxK8:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=QwZYmjfEvH0:Tv2kcH9bxK8:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=QwZYmjfEvH0:Tv2kcH9bxK8:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_world/~4/QwZYmjfEvH0"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_world/~3/QwZYmjfEvH0/index.html,,,
Why do Olympic parks keep being abandoned?,"At the forefront of the photo, a diver leaps into azure Spanish skies, arching her body into a streamlined curve.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=KyyFiWbq_BY:9nHEoYRFRIw:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=KyyFiWbq_BY:9nHEoYRFRIw:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=KyyFiWbq_BY:9nHEoYRFRIw:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=KyyFiWbq_BY:9nHEoYRFRIw:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=KyyFiWbq_BY:9nHEoYRFRIw:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=KyyFiWbq_BY:9nHEoYRFRIw:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=KyyFiWbq_BY:9nHEoYRFRIw:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_world/~4/KyyFiWbq_BY"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_world/~3/KyyFiWbq_BY/index.html,,,
The best travel photos of 2020 so far,"A cable car rides through the sky over Kathmandu Valley.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=Yo6LDhYwzvY:mW85Xy3xI_4:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=Yo6LDhYwzvY:mW85Xy3xI_4:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=Yo6LDhYwzvY:mW85Xy3xI_4:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=Yo6LDhYwzvY:mW85Xy3xI_4:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=Yo6LDhYwzvY:mW85Xy3xI_4:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=Yo6LDhYwzvY:mW85Xy3xI_4:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=Yo6LDhYwzvY:mW85Xy3xI_4:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_world/~4/Yo6LDhYwzvY"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_world/~3/Yo6LDhYwzvY/index.html,,,
The world's most powerful passport ,"The world's most powerful passport just got a makeover.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=MCtgVkdifZo:2prrW2xNywM:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=MCtgVkdifZo:2prrW2xNywM:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=MCtgVkdifZo:2prrW2xNywM:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=MCtgVkdifZo:2prrW2xNywM:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=MCtgVkdifZo:2prrW2xNywM:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=MCtgVkdifZo:2prrW2xNywM:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=MCtgVkdifZo:2prrW2xNywM:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_world/~4/MCtgVkdifZo"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_world/~3/MCtgVkdifZo/index.html,,,
How a low-cost startup changed the airline industry ,"As it turns 20 years old this month, JetBlue Airways is making bold moves: Ordering nearly 150 new state-of-the-art aircraft, shaking up the most valuable international route in the world and going green in a big way.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=gGwA1zblYwI:bgvDCr6DAYI:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=gGwA1zblYwI:bgvDCr6DAYI:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=gGwA1zblYwI:bgvDCr6DAYI:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=gGwA1zblYwI:bgvDCr6DAYI:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=gGwA1zblYwI:bgvDCr6DAYI:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=gGwA1zblYwI:bgvDCr6DAYI:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=gGwA1zblYwI:bgvDCr6DAYI:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_world/~4/gGwA1zblYwI"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_world/~3/gGwA1zblYwI/index.html,,,
Airline unveils economy-class sleeping pods ,"There are people who can sleep anywhere, any time, in any position -- including upright in an economy-class airplane seat.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=T06wsf0jVGo:VlNFyLH8qak:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=T06wsf0jVGo:VlNFyLH8qak:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=T06wsf0jVGo:VlNFyLH8qak:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=T06wsf0jVGo:VlNFyLH8qak:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=T06wsf0jVGo:VlNFyLH8qak:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=T06wsf0jVGo:VlNFyLH8qak:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=T06wsf0jVGo:VlNFyLH8qak:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_world/~4/T06wsf0jVGo"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_world/~3/T06wsf0jVGo/index.html,,,
This 5-year-old paid off the lunch balances for more than 100 fellow students,"A 5-year-old student at an elementary school in Vista, California, collected enough money to pay off the negative lunch balances of 123 students at her school.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=hucZ8Lqm_jI:L8uXyrUvd48:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=hucZ8Lqm_jI:L8uXyrUvd48:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=hucZ8Lqm_jI:L8uXyrUvd48:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=hucZ8Lqm_jI:L8uXyrUvd48:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=hucZ8Lqm_jI:L8uXyrUvd48:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=hucZ8Lqm_jI:L8uXyrUvd48:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=hucZ8Lqm_jI:L8uXyrUvd48:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_world/~4/hucZ8Lqm_jI"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_world/~3/hucZ8Lqm_jI/index.html,,,
Video shows dramatic rescue after dog's leash gets stuck in elevator,"ALT HED  Video shows man's dramatic rescue of his neighbor's dog<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=w8Oprn-MvKE:g-9XYFnL9fg:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=w8Oprn-MvKE:g-9XYFnL9fg:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=w8Oprn-MvKE:g-9XYFnL9fg:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=w8Oprn-MvKE:g-9XYFnL9fg:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=w8Oprn-MvKE:g-9XYFnL9fg:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=w8Oprn-MvKE:g-9XYFnL9fg:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=w8Oprn-MvKE:g-9XYFnL9fg:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_world/~4/w8Oprn-MvKE"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_world/~3/w8Oprn-MvKE/index.html,,,
Her work has helped thousands of girls stay in school and finish their education,"It's something that girls and young women in western countries can't imagine: missing school, even dropping out, because of their periods.  Yet as many as half the girls in rural parts of Ethiopia miss school for reasons related to their periods -- and that can have a devastating effect on their education and the rest of their lives.<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=fkbbZuAKcjw:E-C8yRR5rds:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=fkbbZuAKcjw:E-C8yRR5rds:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=fkbbZuAKcjw:E-C8yRR5rds:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=fkbbZuAKcjw:E-C8yRR5rds:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=fkbbZuAKcjw:E-C8yRR5rds:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=fkbbZuAKcjw:E-C8yRR5rds:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=fkbbZuAKcjw:E-C8yRR5rds:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_world/~4/fkbbZuAKcjw"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_world/~3/fkbbZuAKcjw/index.html,,,
How to pay off your house ASAP (it's so simple),"<div class=""feedflare"">
<a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=fFk9A2H8AU0:sInqcrHiX-w:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=fFk9A2H8AU0:sInqcrHiX-w:7Q72WNTAKBA""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=7Q72WNTAKBA"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=fFk9A2H8AU0:sInqcrHiX-w:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=fFk9A2H8AU0:sInqcrHiX-w:V_sGLiPBpWU"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=fFk9A2H8AU0:sInqcrHiX-w:qj6IDK7rITs""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?d=qj6IDK7rITs"" border=""0""></img></a> <a href=""http://rss.cnn.com/~ff/rss/cnn_world?a=fFk9A2H8AU0:sInqcrHiX-w:gIN9vFwOqvQ""><img src=""http://feeds.feedburner.com/~ff/rss/cnn_world?i=fFk9A2H8AU0:sInqcrHiX-w:gIN9vFwOqvQ"" border=""0""></img></a>
</div><img src=""http://feeds.feedburner.com/~r/rss/cnn_world/~4/fFk9A2H8AU0"" height=""1"" width=""1"" alt=""""/>",http://rss.cnn.com/~r/rss/cnn_world/~3/fFk9A2H8AU0/,,,
